Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Acceptance criteria),Custom field (Commit),Custom field (Development),Custom field (DoD validée),Custom field (DoR validée),Custom field (Issue color),Custom field (Priority),Custom field (Rank),Custom field (Release),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Développer confirmation envoi email,DJ-207,11417,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:59 PM,14/Nov/25 1:59 PM,,,,,0,,,,,,"*Objectif :* Développer affichage confirmation envoi email

*Tâches :*

* Message confirmation après paiement réussi
* Indication email envoyé à adresse user
* Vérification boîte spam si non reçu
* Bouton renvoyer email si nécessaire
* Affichage statut envoi email en temps réel
* Gestion états loading pendant envoi
* Messages feedback utilisateur (succès/erreur)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003xb:,,,,,,11169,DJ-99,Recevoir mon e-ticket par email,To Do,14/Nov/25 1:59 PM
Créer API POST /api/tickets/{ticketId}/send-email,DJ-206,11415,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint déclenchement envoi email

*Tâches :*

* POST /api/tickets/{ticketId}/send-email - envoyer email
* Authentification requise (user propriétaire)
* Validation ticket existe et appartient au user
* Déclenchement envoi email asynchrone
* Status 202 Accepted (traitement asynchrone)
* Endpoint GET statut envoi email
* Gestion erreur 404 (ticket inexistant)
* Limite fréquence renvoi emails (rate limiting)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003x3:,,,,,,11169,DJ-99,Recevoir mon e-ticket par email,To Do,14/Nov/25 1:58 PM
Implémenter sendTicketEmail(),DJ-205,11413,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Implémenter envoi email e-ticket

*Tâches :*

* Étendre EmailService avec sendTicketEmail()
* Intégration service email (SendGrid/AWS SES)
* Template email e-ticket responsive
* Génération contenu email avec infos billet
* Attachement e-ticket PDF
* File d'attente emails asynchrone
* Gestion retry en cas échec envoi
* Traçabilité envois (logs, statuts)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003wv:,,,,,,11169,DJ-99,Recevoir mon e-ticket par email,To Do,14/Nov/25 1:58 PM
Écrire tests processus paiement,DJ-204,11411,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Valider processus paiement complet

*Tâches :*

* Tests unitaires PaymentService.initiatePayment()
* Tests API POST /api/payment/initiate
* Tests webhooks paiement (mock provider)
* Tests scénarios succès/échec paiement
* Tests validation montant et disponibilité
* Tests création commande après paiement
* Tests interface pages paiement/retour
* Tests E2E tunnel paiement complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003wn:,,,,,,11167,DJ-98,Procéder au paiement,To Do,14/Nov/25 1:58 PM
Développer page paiement,DJ-203,11409,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Développer interface processus paiement

*Tâches :*

* Bouton ""Procéder au paiement"" dans panier
* Validation panier non vide avant paiement
* Récapitulatif commande avant paiement
* Appel API initiation paiement
* Redirection vers page provider paiement
* Page retour après paiement (succès/échec)
* Gestion états loading pendant traitement
* Messages feedback utilisateur toutes étapes",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003wf:,,,,,,11167,DJ-98,Procéder au paiement,To Do,14/Nov/25 1:58 PM
Créer API POST /api/payment/initiate,DJ-202,11407,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoints processus paiement

*Tâches :*

* POST /api/payment/initiate - initier session paiement
* GET /api/payment/status/{sessionId} - vérifier statut paiement
* POST /api/payment/webhook - callback provider paiement
* Authentification requise pour initiation
* Validation montant et panier non vide
* Retour URL redirection vers provider
* Gestion webhooks sécurisés (signature verification)
* Status codes appropriés pour chaque étape",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003w7:,,,,,,11167,DJ-98,Procéder au paiement,To Do,14/Nov/25 1:58 PM
Implémenter initiatePayment(),DJ-201,11405,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:58 PM,14/Nov/25 1:58 PM,,,,,0,,,,,,"*Objectif :* Implémenter logique paiement côté service

*Tâches :*

* Étendre PaymentService avec initiatePayment()
* Intégration provider paiement (Stripe/PayPal)
* Création session paiement sécurisée
* Validation montant panier avant paiement
* Vérification disponibilité billets
* Gestion callback paiement (succès/échec)
* Création commande après paiement validé
* Atomicité transaction complète",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003vz:,,,,,,11167,DJ-98,Procéder au paiement,To Do,14/Nov/25 1:58 PM
Écrire tests persistance panier,DJ-200,11403,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Valider persistance panier entre sessions

*Tâches :*

* Tests unitaires CartService.persistCart()
* Tests API GET /api/cart/restore
* Tests association panier-userId
* Tests restauration après déconnexion/reconnexion
* Tests merge panier anonyme et panier user
* Tests expiration panier (TTL)
* Tests restauration automatique au login
* Tests E2E scénario persistance complète",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003vr:,,,,,,11165,DJ-97,Conserver mon panier entre sessions,To Do,14/Nov/25 1:57 PM
Développer restauration automatique panier,DJ-199,11401,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Développer gestion automatique restauration panier

*Tâches :*

* Appel automatique API restore au login
* Affichage notification panier restauré
* Gestion merge panier anonyme avec panier user
* Conservation préférence utilisateur en cas conflit
* Mise à jour interface avec panier restauré
* Gestion états loading pendant restauration
* Message feedback si panier expiré",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003vj:,,,,,,11165,DJ-97,Conserver mon panier entre sessions,To Do,14/Nov/25 1:57 PM
Créer API GET /api/cart/restore,DJ-198,11399,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint récupération panier persisté

*Tâches :*

* GET /api/cart/restore - récupérer panier sauvegardé
* Authentification requise (userId)
* Retour panier complet avec items et montant
* Gestion panier expiré ou inexistant
* Merge automatique avec session actuelle si nécessaire
* Status 200 OK avec panier restauré
* Gestion erreur 404 (aucun panier sauvegardé)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003vb:,,,,,,11165,DJ-97,Conserver mon panier entre sessions,To Do,14/Nov/25 1:57 PM
Implémenter persistCart(),DJ-197,11397,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Implémenter persistance panier entre sessions

*Tâches :*

* Étendre CartService avec persistCart()
* Association panier à userId pour users connectés
* Persistance en base de données
* Récupération panier au login
* Merge panier session anonyme avec panier user si nécessaire
* Gestion expiration panier (TTL configurable)
* Conservation état panier complet (items, quantités)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003v3:,,,,,,11165,DJ-97,Conserver mon panier entre sessions,To Do,14/Nov/25 1:57 PM
Écrire tests vidage panier,DJ-196,11395,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Valider vidage complet panier

*Tâches :*

* Tests unitaires CartService.clearCart()
* Tests API DELETE /api/cart
* Tests suppression multiple items simultanément
* Tests réinitialisation montant total
* Tests bouton vidage et modal confirmation
* Tests désactivation bouton panier vide
* Tests messages feedback utilisateur
* Tests E2E scénario vidage panier complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003uv:,,,,,,11163,DJ-96,Vider tout le panier,To Do,14/Nov/25 1:57 PM
Développer interface vidage panier,DJ-195,11393,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Développer interface vidage complet panier

*Tâches :*

* Ajouter bouton ""Vider le panier"" visible et accessible
* Modal confirmation avant suppression
* Appel API vidage panier
* Mise à jour immédiate interface après vidage
* Message feedback utilisateur (succès)
* Gestion états loading
* Désactivation bouton si panier déjà vide",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003un:,,,,,,11163,DJ-96,Vider tout le panier,To Do,14/Nov/25 1:57 PM
Créer API DELETE /api/cart,DJ-194,11391,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:57 PM,14/Nov/25 1:57 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint vidage complet panier

*Tâches :*

* DELETE /api/cart - vider tout le panier
* Authentification optionnelle (session anonyme ou user connecté)
* Status 204 No Content après vidage réussi
* Confirmation optionnelle avant suppression massive
* Gestion erreur 404 (panier déjà vide)
* Log action pour traçabilité",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003uf:,,,,,,11163,DJ-96,Vider tout le panier,To Do,14/Nov/25 1:57 PM
Implémenter clearCart(),DJ-193,11389,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:56 PM,14/Nov/25 1:56 PM,,,,,0,,,,,,"*Objectif :* Implémenter vidage complet panier côté service

*Tâches :*

* Étendre CartService avec clearCart()
* Suppression tous items du panier utilisateur
* Vérification appartenance panier à session/utilisateur
* Réinitialisation montant total à 0
* Transaction atomique
* Gestion état panier vide
* Conservation historique si nécessaire",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003u7:,,,,,,11163,DJ-96,Vider tout le panier,To Do,14/Nov/25 1:56 PM
Écrire tests modification quantité,DJ-192,11387,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:56 PM,14/Nov/25 1:56 PM,,,,,0,,,,,,"*Objectif :* Valider modification quantité item panier

*Tâches :*

* Tests unitaires CartService.updateCartItemQuantity()
* Tests API PATCH /api/cart/items/{itemId}
* Tests validation quantité (0, négative, > disponible)
* Tests recalcul montant total
* Tests interface modification (contrôles +/-)
* Tests debounce et optimisation appels API
* Tests messages feedback utilisateur
* Tests E2E scénario modification panier complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003tz:,,,,,,11161,DJ-95,Modifier la quantité dans le panier,To Do,14/Nov/25 1:56 PM
Développer interface modification quantité,DJ-191,11385,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:56 PM,14/Nov/25 1:56 PM,,,,,0,,,,,,"*Objectif :* Développer interface modification quantité item panier

*Tâches :*

* Ajouter contrôles +/- ou input nombre sur chaque item du panier
* Appel API modification quantité à chaque changement
* Debounce requêtes pour limiter appels API
* Mise à jour temps réel du montant total
* Validation quantité disponible côté client
* Gestion états loading pendant modification
* Messages feedback utilisateur (succès/erreur)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003tr:,,,,,,11161,DJ-95,Modifier la quantité dans le panier,To Do,14/Nov/25 1:56 PM
Créer API PATCH /api/cart/items/{itemId},DJ-190,11383,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:56 PM,14/Nov/25 1:56 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint modification quantité item panier

*Tâches :*

* PATCH /api/cart/items/{itemId} - modifier quantité item
* Authentification optionnelle (session anonyme ou user connecté)
* Validation itemId existe dans panier utilisateur
* Validation quantité > 0 et ≤ quantité disponible
* Status 200 OK avec panier mis à jour
* Gestion erreur 404 (item inexistant ou pas dans panier)
* Gestion erreur 400 (quantité invalide)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003tj:,,,,,,11161,DJ-95,Modifier la quantité dans le panier,To Do,14/Nov/25 1:56 PM
Implémenter updateCartItemQuantity(),DJ-189,11381,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 1:06 PM,14/Nov/25 1:06 PM,,,,,0,,,,,,"*Objectif :* Implémenter modification quantité item panier côté service

*Tâches :*

* Étendre CartService avec updateCartItemQuantity()
* Validation nouvelle quantité > 0
* Vérification stock suffisant pour nouvelle quantité
* Vérification existence item dans panier utilisateur
* Recalcul sous-total item et montant total
* Transaction atomique
* Suppression automatique si quantité = 0",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003tb:,,,,,,11161,DJ-95,Modifier la quantité dans le panier,To Do,14/Nov/25 1:06 PM
Écrire tests suppression item,DJ-188,11379,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:39 AM,14/Nov/25 8:39 AM,14/Nov/25 11:01 AM,,,,0,,,,,,"*Objectif :* Tester la suppression d'item du panier

*Tests Backend :*

* Suppression item valide du panier
* Tentative suppression item inexistant (404)
* Tentative suppression item autre utilisateur
* Recalcul montant total après suppression
* État panier après suppression dernier item
* Vérification persistance
* Transaction atomique correcte

*Tests Frontend :*

* Rendu bouton suppression par item
* Modal confirmation avant suppression
* Suppression après confirmation
* Annulation suppression possible
* Mise à jour visuelle liste items
* Recalcul montant total affiché
* Affichage message panier vide si dernier item
* Gestion erreurs suppression",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003t3:,,,,,,11159,DJ-94,Supprimer une offre du panier,To Do,14/Nov/25 8:39 AM
Développer interface suppression item,DJ-187,11377,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:38 AM,14/Nov/25 11:00 AM,14/Nov/25 11:00 AM,,,,0,,,,,,"*Objectif :* Créer interface suppression item panier

*Tâches :*

* Bouton ""Supprimer"" ou icône corbeille par item (Responsive)
* Modal confirmation avant suppression
* Animation suppression item avec transition
* Mise à jour optimiste de l'interface
* Recalcul et affichage montant total actualisé
* Message état vide si dernier item supprimé
* Gestion erreurs suppression",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003sv:,,,,,,11159,DJ-94,Supprimer une offre du panier,To Do,14/Nov/25 8:38 AM
Créer API DELETE /api/cart/items/{itemId},DJ-186,11375,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:38 AM,14/Nov/25 8:38 AM,14/Nov/25 11:00 AM,,,,0,,,,,,"*Objectif :* Exposer endpoint suppression item panier

*Tâches :*

* DELETE /api/cart/items/{itemId} - supprimer item du panier
* Authentification optionnelle (session anonyme ou user connecté)
* Validation itemId existe dans panier utilisateur
* Status 204 No Content après suppression réussie
* Gestion erreur 404 (item inexistant ou pas dans panier)
* Retour panier mis à jour optionnel",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003sn:,,,,,,11159,DJ-94,Supprimer une offre du panier,To Do,14/Nov/25 8:38 AM
Implémenter removeFromCart(),DJ-185,11373,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:38 AM,14/Nov/25 8:38 AM,14/Nov/25 10:59 AM,,,,0,,,,,,"*Objectif :* Implémenter suppression item panier côté service

*Tâches :*

* Étendre CartService avec removeFromCart()
* Suppression item par cartItemId ou offerId
* Vérification existence item dans panier
* Vérification appartenance panier à session/utilisateur
* Recalcul montant total après suppression
* Transaction atomique
* Gestion cas panier vide après suppression",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003sf:,,,,,,11159,DJ-94,Supprimer une offre du panier,To Do,14/Nov/25 8:38 AM
Écrire tests visualisation panier,DJ-184,11371,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:37 AM,14/Nov/25 8:37 AM,14/Nov/25 10:59 AM,,,,0,,,,,,"*Objectif :* Tester la visualisation du panier

*Tests Backend :*

* Récupération panier avec items
* Récupération panier vide
* Calcul correct sous-totaux items
* Calcul correct montant total
* Vérification disponibilité offres actualisée
* Gestion offres désactivées depuis ajout
* Persistance session/user

*Tests Frontend :*

* Rendu liste items panier avec détails
* Affichage montant total correct
* Affichage message panier vide
* Navigation vers offres depuis panier vide
* Bouton paiement visible si items présents
* Bouton paiement masqué si panier vide
* Responsive mobile et desktop",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003s7:,,,,,,11157,DJ-93,Voir mon panier,To Do,14/Nov/25 8:37 AM
Développer page panier,DJ-183,11369,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:37 AM,14/Nov/25 10:59 AM,14/Nov/25 10:58 AM,,,,0,,,,,,"*Objectif :* Créer page visualisation panier

*Tâches :*

* Créer CartPage.tsx avec liste items panier
* Affichage détaillé par item (nom, prix unitaire, quantité, sous-total)
* Calcul et affichage montant total en évidence
* Message état vide avec CTA vers offres
* Responsive design (desktop et mobile)
* Bouton ""Procéder au paiement"" si panier non vide
* Loader pendant chargement données",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003rz:,,,,,,11157,DJ-93,Voir mon panier,To Do,14/Nov/25 8:37 AM
Créer API GET /api/cart,DJ-182,11367,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:37 AM,14/Nov/25 8:37 AM,14/Nov/25 10:57 AM,,,,0,,,,,,"*Objectif :* Exposer endpoint récupération panier

*Tâches :*

* GET /api/cart - récupérer le panier actuel
* Authentification optionnelle (session anonyme ou user connecté)
* DTO CartResponse avec items et montants
* Chaque item inclut offre, quantité, prix unitaire, sous-total
* Retour montant total panier calculé
* Status 200 OK avec panier (même si vide)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003rr:,,,,,,11157,DJ-93,Voir mon panier,To Do,14/Nov/25 8:37 AM
Implémenter getCart(),DJ-181,11365,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 8:37 AM,14/Nov/25 8:37 AM,14/Nov/25 10:57 AM,,,,0,,,,,,"*Objectif :* Implémenter récupération panier côté service

*Tâches :*

* Étendre CartService avec getCart()
* Récupération items panier par session/utilisateur
* Calcul sous-total par item (quantité × prix)
* Calcul montant total panier
* Jointure avec données offres actualisées
* Vérification disponibilité offres (actives et stock suffisant)
* Retour DTO CartResponse complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003rj:,,,,,,11157,DJ-93,Voir mon panier,To Do,14/Nov/25 8:37 AM
